Network,Station,Location,Channels,Data_center,Time_before_origin,Time_after_origin,catalog_file,mseed_filepath,xml_filepath
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
